density dbh
0.763758580380845 113
0.00169465727814186 478
3.37508950722232e-05 77
0.000458229753467563 682
0.996282670369441 191
0.00295947444919581 812
0.0518131950318526 710
0.1183874950966 106
0.0517652453451123 582
0.00613844515647034 814
2.86372140315111e-05 781
0.00104994960903305 818
0.0462583908572137 572
0.298490423223664 410
0.0325159878227275 637
7.46128485831987e-10 673
0.131471655297504 770
0.0428093975736639 470
0.240608658924006 126
0.510751473767884 6
0.00819652912229872 829
0.0745602457626122 547
0.00213414177913599 870
0.0401330490522562 751
0.00189744361449459 614
0.0168514545792432 430
0.120711094033607 262
0.0298716414184495 744
0.00234888034286368 272
0.0127869341925243 511
0.00909361210817275 207
11.5601571447077 31
0.046799702543247 63
0.00881465001411259 599
0.170995529631425 37
0.0777878807808833 124
0.00189309965089195 898
1.57215831497784e-07 762
0.0189639927701205 508
0.0287014682180983 554
0.122318176112858 498
0.0487227458469117 514
0.00129849969692037 693
0.0184452399983564 336
0.000663269995513374 459
0.00588481790650459 853
0.00206198264239859 504
0.000335215632959283 778
0.624726217947281 232
0.0656943446438037 164
0.0216097197021341 224
2.09849113674432e-08 863
0.0262487674464219 771
0.000301906343606454 484
0.0418414792971747 591
0.00353577014762161 678
0.0428566334179702 371
0.0530015066391765 704
0.249816893467666 314
0.0934142332272057 571
0.000259002234105299 251
0.090749937816755 119
0.00987862808487359 616
1.21750993393595 113
0.00571940876981564 729
1.55080861665225e-21 869
0.00864472741347048 811
0.214164209326235 50
0.00174956557309628 699
0.00317621858989369 659
0.629513811450691 130
0.366720966495811 214
0.0403809313355994 701
0.0518641087664744 864
0.000118007932617684 720
0.0191063768374736 646
0.114381877338593 161
5.13894244512624e-05 829
0.0131578127252877 374
5.10906050682222e-10 348
0.100676461641073 423
0.0775151519639225 24
0.000889910358384003 391
0.00492228377221742 569
0.0146283991068289 330
0.000650009733984123 333
0.00282582683611952 627
3.42431120918879 55
0.000731546012138987 840
0.301110213574457 163
0.00307859844908092 453
0 771
0.0455224119240225 702
0.0353280580404816 164
3.02124725736162e-05 709
7.64529626233287e-07 28
0.00127543266284845 510
0.0487783228954715 406
0.0493022270213928 31
0.0704744012177189 222
0.122654200159557 378
0.0197667708419168 833
0.0204704190782979 870
0.0214986145301337 92
0.0525328132896115 885
3.16208828093767e-07 867
0.0152355572471932 68
0.0336627526397629 832
2.65705932032309e-09 70
0.0115351391613117 836
0.296345401727391 444
0.043998147734278 463
0.582103141401102 157
9.51138399463414e-05 98
0.0938430622872366 251
0.000709561436869995 656
1.72764106544609 38
0.00618188343431543 217
0.00143225753057849 559
0.0131450120028564 601
1.4865582170284e-14 538
0.119691896412052 192
0.491532566765769 136
2.83144460713081 93
0.0452338877066951 827
888.603833850392 4
1.88014543588339 87
0.0409115857296471 73
0 802
0.0614230695430292 287
0.000372815402535314 286
0.00764344897013059 684
0.00179802500317788 690
0.135182727037941 427
5.14023916317041e-06 184
7.46788990481698e-07 507
0.0381891245019359 599
0 209
0.0498254280729437 344
0.0145734591095073 751
0.000279983251626744 723
1.6647180867448e-10 685
0.0885839994189726 525
0.0108581430927267 564
0.0185912234247142 287
0.0608744307619669 624
0.0233701742800961 344
0.00950170247855106 842
0.000257778522017121 692
0.377574047186423 308

