density dbh
0.604630810706385 113
0.016174322950131 478
1.15968106375893 77
7.01805973726376e-07 682
0.0468797433517784 191
0.0217362847665506 812
0.0201913898253933 710
0.838492599108075 106
0.0693689645797697 582
0.000221717681493709 814
0 781
0.000756220653688042 818
0.0540123999712715 572
0.0374759560776712 410
0.0741326145198941 637
0.00104899307823537 673
0.0866077286116465 770
0.158915386257119 470
0.499893855867641 126
0.939433324845989 6
0.0302951777339848 829
0.174139116307845 547
0.0089538511452831 870
0.0511071842054225 751
0.00896412845480988 614
0.000571538007784995 430
0.0826461596057848 262
0.000609903600998574 744
0.290281600935971 272
0.0568010015379955 511
0.625489411375563 207
1.66398421052983 31
0.687908575105338 63
0.000156922961208506 599
0.219153328710471 37
0.990393953733199 124
0.000437369816861988 898
1.13824808683375e-06 762
2.05069763270947e-05 508
0.024602527011911 554
0.0431828083594644 498
0.012069021408271 514
0.00805336937648786 693
0.0987365865008307 336
0.00768664719168719 459
0.00213852383083528 853
0.0333831531546557 504
3.40439911867827e-08 778
0.524249106653334 232
0.35429242189627 164
0.179012279833668 224
0.000244015891597624 863
0.00138288002992096 771
0.0235955758214196 484
0.0235701138714792 591
0.0798376740902633 678
0.00214919063721656 371
0.000543545629487274 704
0.148383968790581 314
5.0133339858474e-05 571
0 251
0.319431729594358 119
0.0198149042868518 616
0.00182998849459657 113
0.00204309008430477 729
5.91331502512036e-08 869
0.00564718473021382 811
3.15206433708202 50
0.0583921635721924 699
0.0437071901842202 659
3.59538394363454 130
0.174024169171067 214
0.0526134262018225 701
0.00644488482060142 864
3.79971964674913e-05 720
0.0431152868347554 646
1.32255428478196 161
0.00205774304314195 829
0.348155479991321 374
1.8458746464618e-15 348
0.0102536056995765 423
6.2246712989792e-05 24
0.00368624164116917 391
0.000428177321812924 569
0.00081611546009624 330
0.0599212527045961 333
0.000420956427697126 627
1.56839515312252 55
0.00427271311704901 840
0.293740514539831 163
0.00614156759449543 453
0 771
0.00202352509061434 702
0.0183511854060781 164
0 709
16.5418353744398 28
0.0837625122641689 510
0.00439432562287372 406
0.142418512046852 31
0.228918489105471 222
0.0240435648373621 378
0.00154791205246042 833
0.00426322173184027 870
0.0203995102812256 92
0.000325890472864636 885
4.84661066458334e-08 867
0.0286388768852711 68
1.07459119719413e-05 832
2.38095443450537e-10 70
0.00155486821800582 836
0.0215382024539171 444
0.00482921738155665 463
0.340833779495859 157
1.25359826588983e-05 98
2.37695787572581e-05 251
2.32429310315346e-05 656
0.0231501341210258 38
0.0068242689862122 217
0.168672582025251 559
0.00172620261098099 601
1.0072386524569e-12 538
0.433630603218882 192
1.31127527717978 136
4.56615899408219 93
0.00833121491040842 827
198.821976797286 4
0.0888148405589483 87
3.12441604898688e-07 73
0 802
0.147872177330983 287
0.00181741226196323 286
0.0338972591258142 684
0.0186682817387612 690
0.0490405319000467 427
0.601623609794018 184
1.33706794243793e-12 507
0.0707061384468882 599
7.38366012725628e-09 209
0.188567928258438 344
0.0159326940721282 751
0.00444296391263094 723
1.14732573220071e-05 685
0.0465841470225527 525
0.0231051674780227 564
1.39991109726677e-06 287
0.0167400787239781 624
0.0401477773935806 344
0.00993783024043968 842
0.00038500073337262 692
0.04681759518851 308

